"Genus","Species","tmax_metric","tmax_acc","tmax_acc_days","tmax_acc_type","tmax_col_time_if_field_fresh","tmax","lat_max","long_max","no_NicheMapR_data","altitude","Phylum","Class","Order","Family","Realm","REF_max","citation_details_or_paper_in_which_data_were_compiled","notes.2017","NM_1cm_airshade","NM_2m_airshade","NM_exposed_bodytemp","NM_exposed_air","NM_exposed_body_wet","NM_shade_body_wet","thermy","weight","weight_source","length","notes","NMGHCND_2m_airshade95","NMGHCND_exposed_Te95","NMGHCND_exposed_Te_wet95","NMGHCND_shade_Te_wet95","NMGHCND_exposed_Tb95","NMGHCND_exposed_Tb_wet95","NMGHCND_shade_Tb_wet95","NMGHCND_2m_shade_Tb95"
"Proformica","longiseta","crit",20,NA,"","",51.1,37.2,-3.6,"",2400,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","Fernandez_Escudero1998","Sunday_et_al_PNAS_2014","",34.04240036,32.87542725,57.52659225,46.30238342,31.39311981,20.10860634,"ectotherm",0.897,"From length-weight relationship in Wardhaugh 2013 https://onlinelibrary.wiley.com/doi/pdf/10.1111/aen.12032",1.2,NA,28.0811767578125,49.7775548934936,27.0923907279968,19.2866328239441,49.7775548934936,27.0923907279968,19.2866328239441,28.0811767578125
"Protobothrops","mucrosquamatus","crit",10,NA,"","",38.6,23.8,121,"",0,"Chordata","Reptilia","Squamata","Viperidae","Terrestrial","Huang_et_al_2007","Sunday_et_al_PRSB_2011","",24.32497978,23.315979,42.68490601,33.62649536,28.65773201,19.34855652,"ectotherm",1069.01,"Slavenko et al. 2016 database",NA,NA,22.4470855712891,39.1388444900513,24.7900557518005,19.4595794677734,39.1151220014447,24.8562735346774,19.4471460018832,22.4600988991718
"Protothaca","thaca","leth",13,7,"lab","",28.1,-36.5,-73.9,"",0,"Mollusca","Bivalvia","Veneroida","Veneridae","Marine","Urban_1994","Marine_Ecology_Progress_Series_107:_139-145_1994","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Psammodromus","algirus","crit",35,NA,"","",43.5,40.6,-5.9,"",NA,"Chordata","Reptilia","Squamata","Lacertidae","Terrestrial","Bauwens_et_al._1995","Sunday_et_al_PRSB_2011","",30.4000721,28.9710083,57.5254631,44.6704483,31.22621918,17.62123489,"ectotherm",18.45,"Slavenko et al. 2016 database",NA,NA,24.8099975585938,48.9635408401489,25.7976398468018,17.3158569335937,48.9633541917602,25.7976003886345,17.3158337467902,24.8099468919413
"Psammodromus","hispanicus","crit",35,NA,"","",45.5,40.4,-4.3,"",NA,"Chordata","Reptilia","Squamata","Lacertidae","Terrestrial","Bauwens_et_al._1995","Sunday_et_al_PRSB_2011","",32.99341202,31.15795898,61.68130493,48.43754959,32.71411133,18.91967392,"ectotherm",4.13,"Slavenko et al. 2016 database",NA,NA,27.1805419921875,52.2041847229004,28.069214630127,18.8744437217712,52.2041846633207,28.069214627983,18.8744437213784,27.180541950928
"Pseudacris","cadaverina","crit",30,NA,"","",36.8,34,-116.7,"",609.6,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",35.67339325,34.61923218,65.849617,47.43443298,42.30135727,24.56222916,"ectotherm",9.882749991,"approximation from length/weight ratio in Bancila et al. 2010 DOI:10.1163/017353710X518405",5.1,NA,30.0881912231445,51.512149810791,28.7702676773071,21.3622200012207,51.5121490471742,28.7702698071652,21.362219396412,30.0881919817789
"Pseudacris","regilla","crit",30,NA,"","",36.6,34,-117.7,"",304.8,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",32.61484528,31.3145752,64.55817413,45.63774872,41.97113037,23.67141533,"ectotherm",5.6,"AmphiBIO",5,NA,27.8987701416016,50.4801921844482,29.5445501327515,21.144987487793,50.4801921969264,29.5445501061311,21.144987490476,27.8987701347907
"Pseudacris","triseriata","crit",20,NA,"","",38.1,40.6,-105.83,"",3040,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Miller_1974","Sunday_et_al_PNAS_2014","",22.02981377,21.73571777,48.81709671,31.72709465,32.95859909,12.86193562,"ectotherm",4.551732323,"approximation from length/weight ratio in Bancila et al. 2010 DOI:10.1163/017353710X518405",3.9,NA,16.9360000610351,34.7483461380005,16.6096377372742,9.51642394065857,34.7483459241177,16.6096377351007,9.51642394076236,16.9360000565783
"Pseudalibrotus","litoralis","leth",1.75,90,"field_fresh","",25,71,-156.47,"",0,"Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Marine","Scholander_et_al_1953","Sunday_et_al_PRSB_2011","removed tmin - artificial as far as I can tell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pseudechinus","huttoni","crit",13,90,"field_fresh","",26.8,-45.4,167.1,"",0,"Echinodermata","Echinoidea","Temnopleuroida","Temnopleuridae","Marine","Morley_et_al2016","Journal_of_the_Marine_Biological_Association_of_the_United_Kingdom_2016_96(1)_159_165","added acclimation; some more species from antarctica could be added",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pseudemoia","entrecasteauxii","crit",NA,NA,"","",42.1,-30,150,"",NA,"Chordata","Reptilia","Squamata","Scincidae","Terrestrial","Spellerberg_1972","Sunday_et_al_PRSB_2011","Filed fresh; only season of collection was given - not field temp.",33.69905853,32.23156738,62.75935745,49.77322769,34.18748474,21.41693115,"ectotherm",5.36,"Slavenko et al. 2016 database",NA,NA,29.2859649658203,55.9251811981201,30.4193519592285,20.7009906768799,55.925181128878,30.4193519547501,20.7009906704559,29.2859649541793
"Pseudemoia","spenceri","crit",NA,NA,"","",42.3,-30,150,"",NA,"Chordata","Reptilia","Squamata","Scincidae","Terrestrial","Spellerberg_1972","Sunday_et_al_PRSB_2011","Filed fresh; only season of collection was given - not field temp.",33.69905853,32.23156738,62.75935745,49.77322769,34.18748474,21.41693115,"ectotherm",5.36,"Slavenko et al. 2016 database",NA,NA,29.2859649658203,55.9251811981201,30.4193519592285,20.7009906768799,55.925181128878,30.4193519547501,20.7009906704559,29.2859649541793
"Pseudonaja","textilis","crit",NA,NA,"","",42.4,-30,150,"",NA,"Chordata","Reptilia","Squamata","Hydrophiidae","Terrestrial","Spellerberg_1972","Sunday_et_al_PRSB_2011","Filed fresh; only season of collection was given - not field temp.",33.69905853,32.23156738,62.75935745,49.77322769,34.18748474,21.41693115,"ectotherm",1683.49,"Slavenko et al. 2016 database",150,NA,29.2859649658203,55.9251811981201,30.4193519592285,20.7009906768799,55.8806236566956,30.111843433331,20.6141269830841,29.2682255320728
"Pseudophryne","bibroni","crit",5,NA,"","",34.8,-30.51,151.66,"",1371.6,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",28.28842163,26.85021973,64.39390564,44.01851654,43.40629196,19.52715683,"ectotherm",1.19,"AmphiBIO",3.6,NA,24.3864318847656,50.7063764572143,27.8347806930542,17.8761615753174,50.7063764572136,27.8347806930542,17.8761615753174,24.3864318847655
"Pseudophryne","corroboree","crit",25,NA,"","",35.2,-36.39,148.43,"",1828.8,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",23.65241241,22.08239746,60.8613205,40.00193405,40.80643463,14.94207287,"ectotherm",0.94,"AmphiBIO",3,NA,19.1277297973633,45.0518877029419,23.1089129447937,13.5466934680939,45.0518877029419,23.1089129447937,13.5466934680939,19.1277297973633
"Pseudophryne","dendyi","crit",5,NA,"","",34.8,-30.51,151.66,"",1371.6,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",28.28842163,26.85021973,64.39390564,44.01851654,43.40629196,19.52715683,"ectotherm",1.1,"AmphiBIO",3.5,NA,24.3864318847656,50.7063764572143,27.8347806930542,17.8761615753174,50.706376457214,27.8347806930542,17.8761615753174,24.3864318847656
"Pseudopleuronectes","americanus","leth",28,5,"lab","",29.1,40,-74,"",0,"Chordata","Actinopterygii","Atheriniformes","Pleuronectidae","Marine","Hoff_and_Westman_1966_in_Brett_1971","Sunday_et_al_PRSB_2011","added acclimation; duration reported as 2-30 days.",NA,NA,NA,NA,NA,NA,"ectotherm",3600,"fishbase",64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pternohyla","fodiens","crit",30,NA,"","",39.5,28,-109.7,"",304.8,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",39.86964417,38.21887207,73.26876831,55.21535873,42.43109131,28.49263,"ectotherm",24.67932832,"approximation from length/weight ratio in Bancila et al. 2010 DOI:10.1163/017353710X518405",7,NA,35.82958984375,60.5405530929565,32.4693162918091,26.5761908531189,60.5404683408984,32.4692845710349,26.5760628408784,35.8293187469767
"Pungitius","pungitius","leth",5,90,"field_fresh","summer and autumn",20,40,-74,"",0,"Chordata","Actinopterygii","Perciformes","Gasterosteidae","Marine","Scholander_et_al1953","Physiological_Zoology_Vol._26_No._1_(Jan._1953)_pp._67-92","",NA,NA,NA,NA,NA,NA,"ectotherm",5.458177143,"fishbase from LW and LL relationship",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rana","boyleri","crit",30,NA,"","",34,39.72,-122.81,"",914.4,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PNAS_2014","",28.64794731,27.80828857,60.35020828,40.75476456,41.43381119,19.132658,"ectotherm",22,"AmphiBIO",7.3,NA,23.9601455688477,45.0232471466065,23.816766834259,16.6962015151978,45.0230821972078,23.8167778339069,16.6961767753568,23.959966176636
"Rana","cascadae","crit",30,NA,"","",33.6,40,-120.8,"",2133.6,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",28.97030449,28.19067383,62.6711731,42.31194687,41.73727417,17.62236595,"ectotherm",10.1,"AmphiBIO",7.5,NA,23.5853546142578,46.3808389663696,22.964086151123,14.8713016033173,46.380840843961,22.9640862534422,14.871302234492,23.585355845689
"Rana","catesbeiana","crit",23,NA,"","",33.6,40.74,-73.95,"",304.8,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PNAS_2014","",29.82773209,29.1807251,52.96652603,38.33197784,39.42527008,23.08397293,"ectotherm",467.8,"AmphiBIO",20.3,NA,26.8128356933594,40.9300235748291,26.7848905563354,21.606628036499,40.9353630888441,26.8102630847289,21.6030655531039,26.8235908210882
"Rana","clamitans","crit",23,NA,"","",35,40.74,-73.95,"",304.8,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PNAS_2014","",29.82773209,29.1807251,52.96652603,38.33197784,39.42527008,23.08397293,"ectotherm",47.9,"AmphiBIO",8.7,NA,26.8128356933594,40.9300235748291,26.7848905563354,21.606628036499,40.9299061312889,26.7855568259829,21.60621158444,26.8125679672865
"Rana","palmipes","crit",36,NA,"","",36.9,9.75,-83.75,"",579.12,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",25.14307213,23.80310059,55.24416351,37.65569687,39.10297775,19.99770164,"ectotherm",101,"AmphiBIO",12.6,NA,23.3024932861328,45.6851831436157,28.597846698761,19.7114900588989,45.683208680097,28.5837499596011,19.7103413625234,23.3008876449732
"Rana","palustris","crit",23,NA,"","",31.3,40.74,-73.95,"",304.8,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PNAS_2014","",29.82773209,29.1807251,52.96652603,38.33197784,39.42527008,23.08397293,"ectotherm",46.26053383,"approximation from length/weight ratio in Bancila et al. 2010 DOI:10.1163/017353710X518405",8.7,NA,26.8128356933594,40.9300235748291,26.7848905563354,21.606628036499,40.9299122176074,26.7855420368732,21.6062650327122,26.8125927318943
"Rana","pipiens","crit",26,NA,"","",35.2,45,-88.8,"",2255.52,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",27.50648499,27.03253174,52.18388748,37.16744614,38.35396957,20.66262436,"ectotherm",39.2,"AmphiBIO",16.5,NA,23.690185546875,38.921272277832,23.8193790435791,18.558734703064,38.9210382851403,23.8194818807241,18.5584650818852,23.6898933513217
"Rana","pretiosa","crit",30,NA,"","",34.8,51,-121.5,"",609.6,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",25.40097809,24.26330566,54.47369766,38.11333847,38.66842651,16.94704247,"ectotherm",69.18309709,"approximation from length/weight ratio in Bancila et al. 2010 DOI:10.1163/017353710X518405",10,NA,20.5310668945312,40.4405281066894,22.4577024459839,14.7591804981232,40.4385142886656,22.4587878276912,14.7584029570476,20.5316759701253
"Rana","sylvaticus","crit",15,NA,"","",33.9,42.63,-83.22,"",67,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","Manis_and_Claussen_1986","Sunday_et_al_PRSB_2011","",28.83265305,28.04711914,54.70895386,39.0747757,40.04246521,22.07882118,NA,NA,NA,NA,NA,25.5356781005859,41.8984052658081,26.7193945884705,20.6899063110352,NA,NA,NA,NA
"Rana","virgatipes","crit",25,NA,"","",38,40.1,-74.8,"",24,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","Holzman_1973","Sunday_et_al_PNAS_2014","",30.59730911,30.08300781,54.33776855,39.82838058,40.40387344,23.65020752,"ectotherm",21.74483817,"approximation from length/weight ratio in Bancila et al. 2010 DOI:10.1163/017353710X518405",6.7,NA,27.4940185546875,42.4336320877075,27.5355713844299,21.9636103630066,42.4336144618291,27.5356076323273,21.9635886448537,27.493913387378
"Rana","warszewitschii","crit",26,NA,"","",32.8,10,-83.7,"",1554.48,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",24.95676422,23.60028076,55.10172272,37.43376923,38.94483948,19.80913734,"ectotherm",36.30195904,"approximation from length/weight ratio in Bancila et al. 2010 DOI:10.1163/017353710X518405",8,NA,23.1006622314453,45.2381065368652,28.2958262443542,19.5369797706604,45.2377993232423,28.2950625610602,19.5368043614072,23.100550074296
"Reticulitermes","flavipes","crit",25,90,"field_fresh","",44.85,32.61,-85.48,"",216,"Arthropoda","Insecta","Isoptera","Rhinotermitidae","Terrestrial","Hu_and_Appel_2004","Sunday_et_al_PRSB_2011","Ctmin was a mean of the 3 ctmins from January (1.5; 1.8; 1.5) in Table 1. ctmax was a mean of the August ctmaxes. These are field fresh; use soil temperatures for each season as acclimation temp",33.54420853,32.66442871,55.4090004,45.63066101,34.6257782,25.59994125,"ectotherm",0.00297,"Chown et al. 2007 https://doi.org/10.1111/j.1365-2435.2007.01245.x",0.6,NA,30.2802429199219,49.9522779464722,31.4542129516602,24.5376096725464,49.9522779464722,31.4542129516602,24.5376096725464,30.2802429199219
"Rivulus","marmoratus","leth",30,90,"field_fresh","",35.7,18,-64.5,"",0,"Chordata","Actinopterygii","Cyprinodontiformes","Cyprinodontidae","Marine","in_Brett_1970","Sunday_et_al_PRSB_2011","added acclimation as midpoint of field environmental range.",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saduria","entomon","leth",1.75,90,"field_fresh","",25,65,-60,"",0,"Arthropoda","Malacostraca","Isopoda","Idoteidae","Marine","Scholander_et_al1953","Physiological_Zoology_Vol._26_No._1_(Jan._1953)_pp._67-92","",NA,NA,NA,NA,NA,NA,"ectotherm",10,"Haahtela 1990 www.jstor.org/stable/23736048",8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sardinops","melanosticta","leth",NA,NA,"","",30,34.9,138.6,"",0,"Chordata","Actinopterygii","Clupeiformes","Clupeidae","Marine","Suehiro_1951_in_Brett_1970","Sunday_et_al_PRSB_2011","",NA,NA,NA,NA,NA,NA,"ectotherm",486,"fishbase",46.6236275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scaptodrosophila","bryani","leth",23,8,"","",35.5,24.331864,123.820935,"",NA,"Arthropoda","Insecta","Diptera","Drosophilidae","Terrestrial","Kimura_2004","Sunday_et_al_PRSB_2011","",31.97774696,30.86889648,50.67903137,41.45428848,34.58371353,26.70842361,"ectotherm",2e-04,"mean from Brose et al. dataset",NA,NA,29.484375,45.8610618591309,29.9956782341003,26.449511051178,45.8610618591309,29.9956782341003,26.449511051178,29.484375
"Scaptodrosophila","coracina","leth",23,8,"","",34.5,24.331864,123.820935,"",NA,"Arthropoda","Insecta","Diptera","Drosophilidae","Terrestrial","Kimura_2004","Sunday_et_al_PRSB_2011","",31.97774696,30.86889648,50.67903137,41.45428848,34.58371353,26.70842361,"ectotherm",2e-04,"mean from Brose et al. dataset",NA,NA,29.484375,45.8610618591309,29.9956782341003,26.449511051178,45.8610618591309,29.9956782341003,26.449511051178,29.484375
"Scaptodrosophila","dorsocentralis","leth",23,8,"","",34.2,24.331864,123.820935,"",NA,"Arthropoda","Insecta","Diptera","Drosophilidae","Terrestrial","Kimura_2004","Sunday_et_al_PRSB_2011","",31.97774696,30.86889648,50.67903137,41.45428848,34.58371353,26.70842361,"ectotherm",2e-04,"mean from Brose et al. dataset",NA,NA,29.484375,45.8610618591309,29.9956782341003,26.449511051178,45.8610618591309,29.9956782341003,26.449511051178,29.484375
"Scaptodrosophila","pallida","leth",23,8,"","",33.9,43.115593,141.444655,"",NA,"Arthropoda","Insecta","Diptera","Drosophilidae","Terrestrial","Kimura_2004","Sunday_et_al_PRSB_2011","",26.7479496,25.9967041,44.15179062,36.21862793,30.31586456,21.44676018,"ectotherm",2e-04,"mean from Brose et al. dataset",NA,NA,22.7958724975586,38.7815076828003,25.6035449981689,19.9018630027771,38.7815076828003,25.6035449981689,19.9018630027771,22.7958724975586
"Scarus","iseri","leth",30,90,"field_fresh","",35,9.5,-78,"",0,"Chordata","Actinopterygii","Perciformes","Labridae","Marine","Scholander_et_al1953","Physiological_Zoology_Vol._26_No._1_(Jan._1953)_pp._67-92","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sceloporus","graciosus","crit",NA,NA,"","",44.7,33.91666667,-117.4,"",230,"Chordata","Reptilia","Squamata","Phrynosomatidae","Terrestrial","van_Berkum_1988","Sunday_et_al_PRSB_2011","acclimation conditions in Van Berkum's thesis",34.65055466,33.51000977,57.87712479,47.0682373,33.79853058,23.38111115,"ectotherm",23.09,"Slavenko et al. 2016 database",NA,NA,29.8248306274414,50.8610961914062,29.7570645332336,22.1510509490967,50.8608515085333,29.756954371209,22.151006414276,29.8247209832758
"Sceloporus","malachiticus","crit",NA,NA,"","",42.8,10.25,-84.8,"",1400,"Chordata","Reptilia","Squamata","Phrynosomatidae","Terrestrial","van_Berkum_1988","Sunday_et_al_PRSB_2011","acclimation conditions in Van Berkum's thesis",29.97374916,28.68707275,54.73947906,42.45905685,33.20513535,22.59710121,"ectotherm",30.05,"Slavenko et al. 2016 database",NA,NA,27.0636657714844,50.3933595657349,31.5658739089966,22.9675772666931,50.3931529504696,31.5656066807351,22.9676034109837,27.0634756001373
"Sceloporus","merriami","crit",NA,NA,"","",41.5,29.2,-103,"",NA,"Chordata","Reptilia","Squamata","Iguania","Terrestrial","Huey_unpubl._data","Sunday_et_al_PRSB_2011","This entry is from the supplementary data table in Huey et al. 2009; acclimation temp is not provided.",37.58489227,36.42926025,58.95781708,48.90475464,33.48254395,24.38227081,"ectotherm",10.37,"Slavenko et al. 2016 database",NA,NA,33.9831588745117,54.1833051681518,30.6121642112732,23.8850183486938,54.1833051771907,30.612166363116,23.8850191130479,33.9831593511631
"Sceloporus","occidentalis","crit",NA,NA,"","",44.1,45.75,-121.2,"",300,"Chordata","Reptilia","Squamata","Phrynosomatidae","Terrestrial","van_Berkum_1988","Sunday_et_al_PRSB_2011","acclimation conditions in Van Berkum's thesis",29.11901474,28.64215088,49.46910095,39.93458939,28.72314453,17.81296921,"ectotherm",29.08,"Slavenko et al. 2016 database",NA,NA,24.4056396484375,41.2591022491455,23.1081711769104,16.8227563858032,41.258095237885,23.1081747260071,16.8225788060832,24.4051917760254
"Sceloporus","undulatus","crit",33,NA,"","",40.4,33.6,-81.7,"",200,"Chordata","Reptilia","Squamata","Phrynosomatidae","Terrestrial","Angilletta_et_al_2002","Sunday_et_al_PRSB_2011","",34.16027832,33.21484375,55.15797806,45.61131668,34.59064102,25.69824791,"ectotherm",24.51,"Slavenko et al. 2016 database",NA,NA,30.482063293457,49.8365537643433,31.5058060646057,24.6088817596436,49.8361390860753,31.5057639852875,24.6089157020665,30.4821303007678
"Sceloporus","variabilis","crit",NA,NA,"","",43.1,10.5,-85.3,"",0,"Chordata","Reptilia","Squamata","Phrynosomatidae","Terrestrial","van_Berkum_1988","Sunday_et_al_PRSB_2011","acclimation conditions in Van Berkum's thesis",35.39498901,33.2902832,64.43070221,51.06342316,37.03872681,27.99109459,"ectotherm",15.67,"Slavenko et al. 2016 database",NA,NA,32.1387939453125,59.3126132965088,33.6816398620605,27.8706802368164,59.3126083636356,33.6816358927221,27.8706734360225,32.1387865669484
"Scotina","gracilipes","crit",15,NA,"","",41.4,55.4,14.19,"",3,"Arthropoda","Arachnida","Araneae","Liocranidae","Terrestrial","Almquist_1970","Sunday_et_al_PRSB_2011","",21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,"ectotherm",4.55e-05,"mean from Brose et al. dataset",NA,NA,18.8396835327148,33.0004692077637,21.0164030075073,15.8041455745697,33.0004692077637,21.0164030075073,15.8041455745697,18.8396835327148
"Semele","corrugata","leth",16,7,"lab","",30.6,-14.25,-76.2,"",0,"Mollusca","Bivalvia","Veneroida","Semelidae","Marine","Urban_1994","Marine_Ecology_Progress_Series_107:_139-145_1994","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,9.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Semele","solida","leth",16,7,"lab","",28.5,-14.25,-76.2,"",0,"Mollusca","Bivalvia","Veneroida","Semelidae","Marine","Urban_1994","Marine_Ecology_Progress_Series_107:_139-145_1994","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,8.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smilisca","baudini","crit",30,NA,"","",40.4,30,-106.9,"",304.8,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",36.23390198,35.21765137,67.87319183,49.52244568,41.79747772,22.8658123,"ectotherm",51.02239637,"approximation from length/weight ratio in Bancila et al. 2010 DOI:10.1163/017353710X518405",9,NA,31.2739013671875,54.4191083908081,28.3245748519897,20.2775443077087,54.417822315781,28.3232338005769,20.2773420551393,31.2733065764665
"Spea","hammondi","crit",30,NA,"","",40.3,30,-110.3,"",304.8,"Chordata","Amphibia","Anura","Scaphiopodidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",38.34720993,36.81640625,71.70690155,52.84358215,41.87958527,25.40756798,NA,NA,NA,NA,NA,33.7240661621094,58.1211769104004,31.3969302177429,23.2925930023193,NA,NA,NA,NA
"Spea","holbrooki","crit",23,NA,"","",34,40.74,-73.95,"",304.8,"Chordata","Amphibia","Anura","Scaphiopodidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PNAS_2014","",29.82773209,29.1807251,52.96652603,38.33197784,39.42527008,23.08397293,"ectotherm",25.71204549,"approximation from length/weight ratio in Bancila et al. 2010 DOI:10.1163/017353710X518405",7.1,NA,26.8128356933594,40.9300235748291,26.7848905563354,21.606628036499,40.9300340877107,26.7850479058126,21.6066421813109,26.8127819647135
"Sphaerodactylus","gaigeae","crit",27.6,NA,"","",38.2,18.1,-65.89,"",NA,"Chordata","Reptilia","Squamata","Gekkonidae","Terrestrial","Alvarez_1992","Sunday_et_al_PRSB_2011","Alvarez 1992 is a PhD thesis; but found the data in Martin and Huey 2008",30.28481674,29.32537842,48.87681961,39.62047195,32.63088608,24.08356667,"ectotherm",0.39,"Slavenko et al. 2016 database",NA,NA,28.6938781738281,46.014245223999,30.9824296951294,24.2564895629883,46.014245223999,30.9824296951294,24.2564895629883,28.6938781738281
"Sphaerodactylus","klauberi","crit",25.1,NA,"","",36.3,18.1,-65.72,"",NA,"Chordata","Reptilia","Squamata","Gekkonidae","Terrestrial","Alvarez_1992","Sunday_et_al_PRSB_2011","Alvarez 1992 is a PhD thesis; but found the data in Martin and Huey 2008",31.61110878,30.6022644,50.38949966,40.99912262,33.5772171,25.24811554,"ectotherm",1.25,"Slavenko et al. 2016 database",NA,NA,29.8655426025391,47.1191656112671,31.7869414329529,25.4015952110291,47.1191656112671,31.7869414329529,25.4015952110291,29.865542602539
"Sphaerodactylus","macrolepis","crit",27.6,NA,"","",39.5,18.133393,-66.975063,"",NA,"Chordata","Reptilia","Squamata","Gekkonidae","Terrestrial","Alvarez_1992","Sunday_et_al_PRSB_2011","Alvarez 1992 is a PhD thesis; but found the data in Martin and Huey 2008",30.20571327,29.20861816,49.37753677,39.81697845,32.79554367,24.16369629,"ectotherm",1.06,"Slavenko et al. 2016 database",NA,NA,28.4702346801758,46.2358110427856,28.8115658760071,24.3294390678406,46.2358110427856,28.8115658760071,24.3294390678406,28.4702346801758
"Sphaerodactylus","nicholsi","crit",30.2,NA,"","",40.5,18.133393,-66.975063,"",NA,"Chordata","Reptilia","Squamata","Gekkonidae","Terrestrial","Alvarez_1992","Sunday_et_al_PRSB_2011","Alvarez 1992 is a PhD thesis; but found the data in Martin and Huey 2008",30.20571327,29.20861816,49.37753677,39.81697845,32.79554367,24.16369629,"ectotherm",0.39,"Slavenko et al. 2016 database",NA,NA,28.4702346801758,46.2358110427856,28.8115658760071,24.3294390678406,46.2358110427856,28.8115658760071,24.3294390678406,28.4702346801758
"Sphaerodactylus","roosevelti","crit",30.2,NA,"","",39.5,18.133393,-66.975063,"",NA,"Chordata","Reptilia","Squamata","Gekkonidae","Terrestrial","Alvarez_1992","Sunday_et_al_PRSB_2011","Alvarez 1992 is a PhD thesis; but found the data in Martin and Huey 2008",30.20571327,29.20861816,49.37753677,39.81697845,32.79554367,24.16369629,"ectotherm",1.47,"Slavenko et al. 2016 database",NA,NA,28.4702346801758,46.2358110427856,28.8115658760071,24.3294390678406,46.2358110427845,28.8115658760071,24.3294390678406,28.4702346801755
"Sphaerodactylus","townsendi","crit",30.2,NA,"","",41.7,18.305215,-65.757117,"",NA,"Chordata","Reptilia","Squamata","Gekkonidae","Terrestrial","Alvarez_1992","Sunday_et_al_PRSB_2011","Alvarez 1992 is a PhD thesis; but found the data in Martin and Huey 2008",30.11203003,29.12561035,49.22520065,39.68694305,32.54096985,23.83448982,"ectotherm",0.67,"Slavenko et al. 2016 database",NA,NA,28.4243225097656,46.0220935821533,30.8180229187012,23.9337882041931,46.0220935821533,30.8180229187012,23.9337882041931,28.4243225097656
"Sphenomorphus","incognitus","crit",30,NA,"","",41.5,22.904417,121.204998,"",0,"Chordata","Reptilia","Squamata","Scincidae","Terrestrial","Huang_et_al_2006","Sunday_et_al_PRSB_2011","",31.58946609,30.5,50.22032166,41.33410263,33.78806686,25.76717949,"ectotherm",29.03,"Slavenko et al. 2016 database",NA,NA,29.9617614746094,46.6556673049927,31.6984181404114,26.0619201660156,46.6553357332638,31.6982294505959,26.0620964754197,29.9617729393334
