Genus,Species,N,Tmax,max_metric,error,error measure,Multiple measures,max_interval_after_LT0,Tmax_2,max_metric_2,error,error measure,max_interval_before_LT100,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,N,tmin,min_metric,error,error_type,Multiple measures_min,min_interval_after_LT0,N,tmin_2,min_metric_2,error,error_type,min_interval_before_LT100,min_pretreatment,ramp_min,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,Quality of UTNZ
Malacoctenus,zonifer,,38.2,ctmax,,,N,,,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2001,1,,12.5,ctmin,,,N,,,,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2002,1,Chordata,Actinopteri,Perciformes,Labrisomidae,
Mugil,curema,,40.8,ctmax,,,N,,,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2001,1,,10.8,ctmin,,,N,,,,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2002,1,Chordata,Actinopteri,Mugiliformes,Mugilidae,
Plagiotremus,azaleus,,35.3,ctmax,,,N,,,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2001,1,,13.4,ctmin,,,N,,,,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2002,1,Chordata,Actinopteri,Perciformes,Blenniidae,
Stegastes,acapulcoensis,,37.7,ctmax,,,N,,,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2001,1,,12.6,ctmin,,,N,,,,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2002,1,Chordata,Actinopteri,Perciformes,Pomacentridae,
Thalassoma,lucasanum,,36,ctmax,,,N,,,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2001,1,,16.3,ctmin,,,N,,,,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2002,1,Chordata,Actinopteri,Perciformes,Labridae,
Carpiodes,cyprinus,6,38.8,ctmax,0.8,SD,N,,,,,,,F,0.65,40,-83,250,Mundahl_1990,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Catostomidae,
Ericymba,buccata,10,37,ctmax,0.9,SD,N,,,,,,,F,0.65,40,-83,250,Mundahl_1990,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,
Cyprinodon,sp.1,,41.4,ctmax,0.17,SD,N,,,,,,,25,0.3,36.5,-120,200,Otto_&_Gerking_1973,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae,
Cottus,cognatus,10,29.4,ctmax,,,N,,,,,,,20,0.5,42.2,-86.7,120,Otto_&_O’Hara_Rice_1977,1,10,3.5,LT50,,,N,,,,,,,,0.5,,42.2,-86.7,120,Otto_&_O’Hara_Rice_1977,1,Chordata,Actinopteri,Perciformes,Cottidae,
Alosa,pseudoharengus,5,32.8,ctmax,,,N,,,,,,,25,0.3,42.4,-87.8,180,Otto_et_al_1976,1,5,6,LT50,,,N,,,,,,,,21,,42.4,-87.8,180,Otto_et_al_1976,1,Chordata,Actinopteri,Clupeiformes,Clupeidae,
Alcolapia,grahami,,40,LT100,,,N,,,,,,,,,-1.9,36.2,650,Reite_et_al_1974,1,5,16,LT100,,,N,,,,,,,,,,-1.9,36.2,650,Reite_et_al_1974,1,Chordata,Actinopteri,Perciformes,Cichlidae,
Anguilla,australis,14,39.7,LT50,,,N,,,,,,,15,,-36.6,174.5,37,Richardson_et_al_1994,2,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Anguilliformes,Anguillidae,
Anguilla,dieffenbachii,14,37.3,LT50,,,N,,,,,,,15,,-36.6,174.5,37,Richardson_et_al_1994,2,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Anguilliformes,Anguillidae,
Cheimarrichthys,fosteri,14,30,LT50,,,N,,,,,,,15,,-36.6,174.5,37,Richardson_et_al_1994,2,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Uranoscopiformes,Cheimarrichthyidae,
Galaxias,fasciatus,14,28.5,LT50,,,N,,,,,,,15,,-36.6,174.5,37,Richardson_et_al_1994,2,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Galaxiiformes,Galaxiidae,
Galaxias,maculatus,14,30.8,LT50,,,N,,,,,,,15,,-36.6,174.5,37,Richardson_et_al_1994,2,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Galaxiiformes,Galaxiidae,
Retropinna,retropinna,14,28.5,LT50,,,N,,,,,,,15,,-36.6,174.5,37,Richardson_et_al_1994,2,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Osmeriformes,Retropinnidae,
Pimephales,vigilax,10,39.3,ctmax,0.25,SD,N,,,,,,,30,0.33,32,-97,200,Rutledge_&_Beitinger_1989,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,
Abudefduf,saxatilis,8,40,LT100,,,N,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,8,10,LT100,,,N,,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,Chordata,Actinopteri,Perciformes,Pomacentridae,
Boreogadus,saida,8,20,LT100,,,N,,,,,,,,,71,-156.47,0,Scholander_et_al_1953,2,8,-2,ctmin,,,N,,,,,,,,,,71,-156.47,0,Scholander_et_al_1953,1,Chordata,Actinopteri,Gadiformes,Gadidae,
Brachyrhaphis,episcopi,8,40,LT100,,,N,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,8,10,LT100,,,N,,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,
Gambusia,nicaraguensis,8,40,LT100,,,N,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,8,10,LT100,,,N,,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,
Haemulon,bonariense,8,40,LT100,,,N,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,8,15,LT100,,,N,,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,Chordata,Actinopteri,Perciformes,Haemulidae,
Lutjanus,apodus,8,40,LT100,,,N,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,8,10,LT100,,,N,,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,Chordata,Actinopteri,Perciformes,Lutjanidae,
Myoxocephalus,quadricornis_hexacornis,8,25,LT100,,,N,,,,,,,,,71,-156.47,0,Scholander_et_al_1953,2,8,-2,ctmin,,,N,,,,,,,,,,71,-156.47,0,Scholander_et_al_1953,1,Chordata,Actinopteri,Perciformes,Cottidae,
Scarus,iseri ,8,35,LT100,,,N,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,8,10,LT100,,,N,,,,,,,,,,9.5,-78,0,Scholander_et_al_1953,2,Chordata,Actinopteri,Perciformes,Labridae,
Dallia,pectoralis ,8,25,LT100,,,N,,,,,,,,,60.8,-161.8,0,Scholander_et_al_1953,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Esociformes,Umbridae,
Pungitius,pungitius,8,20,LT100,,,N,,,,,,,,,40,-74,0,Scholander_et_al_1953,2,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Gasterosteidae,
Ameiurus,melas,7,38.1,ctmax,0.39,SD,N,,,,,,,26,0.017,39,-91,150,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Siluriformes,Ictaluridae,
Ameiurus,natalis,7,37.9,ctmax,0.44,SD,N,,,,,,,26,0.017,39.5,-91.5,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Siluriformes,Ictaluridae,
Catostomus,commersoni,5,34.9,ctmax,0.25,SD,N,,,,,,,26,0.017,39.5,-91.5,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Catostomidae,
Etheostoma,caeruleum,11,35.6,ctmax,0.59,SD,N,,,,,,,26,0.017,38,-92,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Percidae,
Etheostoma,fabellare,9,36,ctmax,0.54,SD,N,,,,,,,26,0.017,38,-92,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Percidae,
Etheostoma,nigrum,7,36.4,ctmax,0.45,SD,N,,,,,,,26,0.017,39.5,-91.5,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Percidae,
Fundulus,notatus,7,38.3,ctmax,0.67,SD,N,,,,,,,26,0.017,39,-91,150,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,
Fundulus,olivaceus,7,38.8,ctmax,0.59,SD,N,,,,,,,26,0.017,38,-92,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,
Fundulus,sciadicus,3,37,ctmax,0.3,SD,N,,,,,,,26,0.017,38,-92,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,
Labidesthes,sicculus,8,36,ctmax,0.44,SD,N,,,,,,,26,0.017,39,-93,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,
Lepomis,humilis,9,36.4,ctmax,0.55,SD,N,,,,,,,26,0.017,39.5,-91.5,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Centrarchidae,
Luxilus,cornutus,18,35.7,ctmax,0.39,SD,N,,,,,,,26,0.017,39,-93,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,
Luxilus,zonatus,8,35.3,ctmax,0.5,SD,N,,,,,,,26,0.017,38,-92,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,
Lythrurus,umbratilis,12,36.2,ctmax,0.54,SD,N,,,,,,,26,0.017,39,-93,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,
Nocomis,biguttatus,8,35.6,ctmax,0.55,SD,N,,,,,,,26,0.017,38,-92,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,
Notropis,dorsalis,9,36.6,ctmax,0.49,SD,N,,,,,,,26,0.017,39.5,-91.5,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,
Notropis,nubilus,9,36.2,ctmax,0.62,SD,N,,,,,,,26,0.017,38,-92,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,
Notropis,rubellus,7,35.3,ctmax,0.23,SD,N,,,,,,,26,0.017,39,-93,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,
Notropis,stramineus,6,37,ctmax,0.27,SD,N,,,,,,,26,0.017,39,-92.5,250,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,
Noturus,exilis,8,36.5,ctmax,0.24,SD,N,,,,,,,26,0.017,39,-93,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Siluriformes,Ictaluridae,
Phoxinus,erythrogaster,12,35.9,ctmax,0.42,SD,N,,,,,,,26,0.017,38,-92,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,
Pimephales,promelas,8,36.5,ctmax,0.5,SD,N,,,,,,,26,0.017,39.5,-91.5,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,
Semotilus,atromaculatus,9,35.7,ctmax,0.44,SD,N,,,,,,,26,0.017,39.5,-91.5,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,
Etheostoma,cragini,59,36.7,ctmax,,,N,,,,,,,25,0.5,39,-104,1850,Smith_&_Fausch_1997,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Percidae,
Trematomus,bernacchii,6,6.02,LT50,,,N,,,,,,,-1.9,,-77.5,165,0,Somero_&_DeVries1967,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Nototheniidae,
Trematomus,borchgrevinki,16,6,LT50,,,N,,,,,,,-1.9,,-77.5,165,0,Somero_&_DeVries1967,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Nototheniidae,
Trematomus,hansoni,6,8.98,LT50,,,N,,,,,,,-1.9,,-77.5,165,0,Somero_&_DeVries1967,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Nototheniidae,
Engraulis,japonicus,,32,LT50,,,N,,,,,,,,,34.9,138.6,0,Suehiro1951_in_Brett_1970,1,,8,LT50,,,N,,,,,,,,,,34.9,138.6,0,Suehiro1951_in_Brett_1970,1,Chordata,Actinopteri,Clupeiformes,Engraulidae,
Sardinops,melanosticta,,30,LT50,,,N,,,,,,,,,34.9,138.6,0,Suehiro1951_in_Brett_1970,1,,6,LT50,,,N,,,,,,,,,,34.9,138.6,0,Suehiro1951_in_Brett_1970,1,Chordata,Actinopteri,Clupeiformes,Clupeidae,
Hypomesus,nipponensis,56,29,ctmax,1.3,SD,N,,,,,,,,0.1,38.1,-122,0,Swanson_et_al_2000,1,56,2.5,ctmin,0.9,SD,N,,,,,,,,,0.1,38.1,-122,0,Swanson_et_al_2000,1,Chordata,Actinopteri,Osmeriformes,Osmeridae,
Hypomesus,transpacificus,56,25.4,ctmax,1.7,SD,N,,,,,,,,0.1,38.7,-121.1,0,Swanson_et_al_2000,1,56,7.5,ctmin,1.2,SD,N,,,,,,,,,0.1,38.7,-121.1,0,Swanson_et_al_2000,1,Chordata,Actinopteri,Osmeriformes,Osmeridae,
Bathygobius,sp.2,11,41.6,ctmax,0.94,SD,N,,,,,,,27.5,0.21,-5.7,123.7,0,Taylor_et_al_2005,1,8,11.4,ctmin,0.54,SD,N,,,,,,,,27.5,0.2,-5.7,123.7,0,Taylor_et_al_2005,1,Chordata,Actinopteri,Perciformes,Gobiidae,
Periophthalmus,kalolo,17,40.7,ctmax,0.48,SD,N,,,,,,,27.5,0.21,-5.7,123.7,0,Taylor_et_al_2005,1,15,12.8,ctmin,0.33,SD,N,,,,,,,,27.5,0.2,-5.7,123.7,0,Taylor_et_al_2005,1,Chordata,Actinopteri,Perciformes,Gobiidae,
Kuhlia,sandvicensis,,34,LT50,,,N,,,,,,,23,,20,-156.4,0,Tester_&_Takata_1953_in_Brett_1970,1,,14.1,LT50,,,N,,,,,,,,23,,20,-156.4,0,Tester_&_Takata_1953_in_Brett_1970,1,Chordata,Actinopteri,Perciformes,Kuhliidae,
Pachycara,brachycephalum,5,10,ctmax,,,N,,,,,,,0,0,-61.72,-59.2,0,Vandijk_et_al_1999,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Zoarcidae,
Bathygobius,soporator,6,39.3,ctmax,0.8,SD,N,,,,,,,F,1,-23.8,-45.4,0,Vinagre_et_al_2015,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Gobiidae,
Parablennius,marmoreus,11,36.6,ctmax,0.7,SD,N,,,,,,,F,1,-23.8,-45.4,0,Vinagre_et_al_2015,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Blenniidae,
Pogonichthys,macrolepidotus,5,29,ctmax,0.21,SE,N,,,,,,,17,0.1,38.3,-121.6,0,Young_&_Cech_1996,1,6,7.3,ctmin,0.12,SE,N,,,,,,,,17,0.08,38.3,-121.6,0,Young_&_Cech_1996,1,Chordata,Actinopteri,Cypriniformes,Cyprinidae,
Zoarces,viviparus,45,26.7,ctmax,1.1,SD,N,,,,,,,12,1,54.5,10.2,0,Zakhartsev_et_al_2003,1,,,,,,,,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Zoarcidae,
Poeciliopsis,monacha,,,,,,,,,,,,,,,,,,,,53,6.8,ctmin,,,N,,,,,,,,25,0.0035,26,-109,100,Bulger_&_Schultz_1982,1,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,
Cora,pavonia,,,,,,,,,,,,,,,,,,,,,-1.2,ctmin,,,N,,,,,,,,,,-26.7,-65.7,1400,Lange_1965,2,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,
Eurycea,nana,10,35.8,ctmax,,,N,,,,,,,F,1,29.9,-98,190,Berkhouse_ &_Fries_1995,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Caudata,Plethodontidae,
Bufo,alvarius,55,39.9,ctmax,,,N,,,,,,,30,1,31,-112,304.8,Brattstrom_1968,1,55,2.5,LT50,,,N,,,,,,,,23,,31,-112,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Bufonidae,
Bufo,canaliferus,55,37.3,ctmax,,,N,,,,,,,26,1,14.58,-90.53,914.4,Brattstrom_1968,1,55,9.5,LT50,,,N,,,,,,,,23,,14.58,-90.53,914.4,Brattstrom_1968,1,Chordata,Amphibia,Anura,Bufonidae,
Bufo,canorus,55,38,ctmax,,,N,,,,,,,30,1,38,-119.3,2743.2,Brattstrom_1968,1,55,-2,LT50,,,N,,,,,,,,23,,38,-119.3,2743.2,Brattstrom_1968,1,Chordata,Amphibia,Anura,Bufonidae,
Bufo,cognatus,5,41.3,ctmax,,,N,,,,,,,30,1,31,-112,304.8,Brattstrom_1968,1,5,-4,LT50,,,N,,,,,,,,23,,31,-112,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Bufonidae,
Bufo,debilis,55,40.1,ctmax,,,N,,,,,,,30,1,27,-109.7,304.8,Brattstrom_1968,1,55,2.5,LT50,,,N,,,,,,,,23,,27,-109.7,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Bufonidae,
Bufo,exsul,55,37.1,ctmax,,,N,,,,,,,30,1,38,-118,1524,Brattstrom_1968,1,55,-4,LT50,,,N,,,,,,,,23,,38,-118,1524,Brattstrom_1968,1,Chordata,Amphibia,Anura,Bufonidae,
Bufo,haemititicus,55,37.5,ctmax,,,N,,,,,,,36,1,10,-83.7,579.12,Brattstrom_1968,1,55,9.5,LT50,,,N,,,,,,,,23,,10,-83.7,579.12,Brattstrom_1968,1,Chordata,Amphibia,Anura,Bufonidae,
Bufo,marinus,55,41.8,ctmax,,,N,,,,,,,38,1,9,-79.5,304.8,Brattstrom_1968,1,55,11,LT50,,,N,,,,,,,,23,,9,-79.5,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Bufonidae,
Bufo,marmoreus,55,40.2,ctmax,,,N,,,,,,,36,1,17,-96.7,304.8,Brattstrom_1968,1,55,7.8,LT50,,,N,,,,,,,,23,,17,-96.7,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Bufonidae,
Bufo,mazatlanensis,55,39.9,ctmax,,,N,,,,,,,30,1,27,-109.7,304.8,Brattstrom_1968,1,55,5,LT50,,,N,,,,,,,,23,,27,-109.7,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Bufonidae,
Bufo,nelsoni,55,36.2,ctmax,,,N,,,,,,,30,1,36.91,-116.76,1524,Brattstrom_1968,1,,,,,,,,,,,,,,0,,36.91,-116.76,1524,Brattstrom_1968,1,Chordata,Amphibia,Anura,Bufonidae,
Craugastor,fleischmanni,55,31.4,ctmax,,,N,,,,,,,23,1,10,-83.7,1554.48,Brattstrom_1968,1,55,6,LT50,,,N,,,,,,,,23,,10,-83.7,1554.48,Brattstrom_1968,1,Chordata,Amphibia,Anura,Craugastoridae,
Dendrobates,auratus,55,34.8,ctmax,,,N,,,,,,,26,1,10,-83.5,304.8,Brattstrom_1968,1,55,9.5,LT50,,,N,,,,,,,,23,,10,-83.5,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Dendrobatidae,
Hyla,regilla,55,37.7,ctmax,,,N,,,,,,,30,1,34.12,-116.82,2743.2,Brattstrom_1968,1,55,-1,LT50,,,N,,,,,,,,23,,34.12,-116.82,2743.2,Brattstrom_1968,1,Chordata,Amphibia,Anura,Hylidae,
Hyla,walkeri,55,38.1,ctmax,,,N,,,,,,,26,1,16.75,-92.63,2255.52,Brattstrom_1968,1,55,-2.2,LT50,,,N,,,,,,,,23,,16.75,-92.63,2255.52,Brattstrom_1968,1,Chordata,Amphibia,Anura,Hylidae,
Leptodactylus,melanotus,55,39.8,ctmax,,,N,,,,,,,30,1,30,-110.7,304.8,Brattstrom_1968,1,55,5,LT50,,,N,,,,,,,,23,,30,-110.7,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Leptodactylidae,
Pachymedusa,dacnicolor,55,28.8,ctmax,,,N,,,,,,,8,1,24,-106.9,304.8,Brattstrom_1968,1,55,2.5,LT50,,,N,,,,,,,,23,,24,-106.9,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Hylidae,
Pseudacris,cadaverina,55,36.8,ctmax,,,N,,,,,,,30,1,34,-116.7,609.6,Brattstrom_1968,1,55,-1.4,LT50,,,N,,,,,,,,23,,34,-116.7,609.6,Brattstrom_1968,1,Chordata,Amphibia,Anura,Hylidae,
Pseudacris,regilla,55,36.6,ctmax,,,N,,,,,,,30,1,34,-117.7,304.8,Brattstrom_1968,1,55,-1,LT50,,,N,,,,,,,,23,,34,-117.7,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Hylidae,
Pternohyla,fodiens,55,39.5,ctmax,,,N,,,,,,,30,1,28,-109.7,304.8,Brattstrom_1968,1,55,6.5,LT50,,,N,,,,,,,,23,,28,-109.7,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Hylidae,
Rana,cascadae,55,33.6,ctmax,,,N,,,,,,,30,1,40,-120.8,2133.6,Brattstrom_1968,1,55,-1,LT50,,,N,,,,,,,,23,,40,-120.8,2133.6,Brattstrom_1968,1,Chordata,Amphibia,Anura,Ranidae,
Rana,palmipes,55,36.9,ctmax,,,N,,,,,,,36,1,9.75,-83.75,579.12,Brattstrom_1968,1,55,-1,LT50,,,N,,,,,,,,23,,9.75,-83.75,579.12,Brattstrom_1968,1,Chordata,Amphibia,Anura,Ranidae,
Rana,pipiens,55,35.2,ctmax,,,N,,,,,,,26,1,16.7,-92.8,2255.5,Brattstrom_1968,1,55,-1.6,LT50,,,N,,,,,,,,23,,16.7,-92.8,2255.5,Brattstrom_1968,1,Chordata,Amphibia,Anura,Ranidae,
Rana,pretiosa,55,34.8,ctmax,,,N,,,,,,,30,1,51,-121.5,609.6,Brattstrom_1968,1,55,-1,LT50,,,N,,,,,,,,23,,51,-121.5,609.6,Brattstrom_1968,1,Chordata,Amphibia,Anura,Ranidae,
Rana,warszewitschii,55,32.8,ctmax,,,N,,,,,,,26,1,10,-83.7,1554.48,Brattstrom_1968,1,55,4.8,LT50,,,N,,,,,,,,23,,10,-83.7,1554.48,Brattstrom_1968,1,Chordata,Amphibia,Anura,Ranidae,
Smilisca,baudini,55,40.4,ctmax,,,N,,,,,,,30,1,30,-106.9,304.8,Brattstrom_1968,1,55,5,LT50,,,N,,,,,,,,23,,30,-106.9,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Hylidae,
Spea,hammondii,55,40.3,ctmax,,,N,,,,,,,30,1,30,-110.3,304.8,Brattstrom_1968,1,55,0,LT50,,,N,,,,,,,,23,,30,-110.3,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Pelobatidae,
Tlalocohyla,smithii,55,42.5,ctmax,,,N,,,,,,,30,1,22,-104.8,304.8,Brattstrom_1968,1,55,5,LT50,,,N,,,,,,,,23,,22,-104.8,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Hylidae,
Anaxyrus,compactilis,55,36.9,ctmax,,,N,,,,,,,30,1,22,-102,1524,Brattstrom_1968,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Bufonidae,
Bufo,boreas,55,36.5,ctmax,,,N,,,,,,,30,1,34.12,-116.82,2743.2,Brattstrom_1968,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Bufonidae,
Rana,boyleri,55,34,ctmax,,,N,,,,,,,30,1,39.72,-122.81,914.4,Brattstrom_1968,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Ranidae,
Rana,catesbeiana,55,33.6,ctmax,,,N,,,,,,,23,1,40.74,-73.95,304.8,Brattstrom_1968,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Ranidae,
Rana,clamitans,55,35,ctmax,,,N,,,,,,,23,1,40.74,-73.95,304.8,Brattstrom_1968,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Ranidae,
Rana,palustris,55,31.3,ctmax,,,N,,,,,,,23,1,40.74,-73.95,304.8,Brattstrom_1968,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Ranidae,
Spea,holbrooki,55,34,ctmax,,,N,,,,,,,23,1,40.74,-73.95,304.8,Brattstrom_1968,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Pelobatidae,
Adelotus,brevis,8,31.2,ctmax,,,N,,,,,,,5,1,-33.43,151.35,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,
Cophixalis,ornatus,21,33.3,ctmax,,,N,,,,,,,30,1,-17.82,146,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Microhylidae,
Crinia,darlingtoni,1,31,ctmax,,,N,,,,,,,5,1,-28.28,153.11,762,Brattstrom_1970,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,
Crinia,laevis,9,34.6,ctmax,,,N,,,,,,,25,1,-37.5,142.5,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,
Crinia,parainsignifera,7,34,ctmax,,,N,,,,,,,25,1,-31.55,147.2,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,
Crinia,signifera,39,35.7,ctmax,,,N,,,,,,,25,1,-38,142.5,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,
Crinia,victoriana,45,35,ctmax,,,N,,,,,,,25,1,-37,144.3,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,
Cyclorana,alboguttatus,11,33.8,ctmax,,,N,,,,,,,5,1,-20,146.8,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Hylidae,
